Index,date,regional_code,regional_name,organisation_code,organisation_name,diagnostic_id,diagnostic_test_name,total_waiting_list,number_waiting_6_plus_weeks,number_waiting_13_plus_weeks,percentage_waiting_6_plus_weeks,planned_tests_or_procedures,unscheduled_tests_or_procedures,waiting_list_tests_or_procedures_excluding_planned
29441,01/07/2024,Y58,South West ,RTE,Gloucestershire Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,3868,122,0,0.032,251,811,4090
29879,01/07/2024,Y58,South West ,RH5,Somerset NHS Foundation Trust,3,Non-obstetric Ultrasound,1726,47,1,0.027,301,1404,5136
530,01/08/2024,Y61,East of England ,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",3,Non-obstetric Ultrasound,2130,687,16,0.323,106,496,1318
544,01/08/2024,Y61,East of England ,RQW,The Princess Alexandra Hospital NHS Trust,3,Non-obstetric Ultrasound,4270,1073,141,0.251,219,545,3007
2007,01/08/2024,Y61,East of England ,RGR,West Suffolk NHS Foundation Trust,3,Non-obstetric Ultrasound,2737,745,32,0.272,0,312,1863
2014,01/08/2024,Y61,East of England ,NT317,Spire Cambridge Lea Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,1
2041,01/08/2024,Y61,East of England ,RWG,West Hertfordshire Teaching Hospitals NHS Trust,3,Non-obstetric Ultrasound,1383,2,0,0.001,186,34,2936
2099,01/08/2024,Y61,East of England ,NT316,Spire Harpenden Hospital,3,Non-obstetric Ultrasound,3,0,0,0,0,0,10
2116,01/08/2024,Y61,East of England ,NT446,St Edmunds Hospital,3,Non-obstetric Ultrasound,3,0,0,0,0,0,4
2219,01/08/2024,Y61,East of England ,NT319,Spire Hartswood Hospital,3,Non-obstetric Ultrasound,10,0,0,0,0,0,66
2249,01/08/2024,Y61,East of England ,NDL01,Suffolk GP Federation,3,Non-obstetric Ultrasound,820,29,8,0.035,0,0,580
2512,01/08/2024,Y61,East of England ,NT423,Manor Hospital,3,Non-obstetric Ultrasound,12,1,1,0.083,0,0,3
2555,01/08/2024,Y61,East of England ,NBI,Lakeside Medical Diagnostics,3,Non-obstetric Ultrasound,1231,0,0,0,61,984,459
2612,01/08/2024,Y61,East of England ,RWH,East and North Hertfordshire NHS Trust,3,Non-obstetric Ultrasound,7654,2713,322,0.354,0,607,5087
2620,01/08/2024,Y61,East of England ,NVC18,Springfield Hospital,3,Non-obstetric Ultrasound,2,0,0,0,0,0,90
2631,01/08/2024,Y61,East of England ,RC9,Bedfordshire Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,10048,5002,3183,0.498,174,601,7532
2648,01/08/2024,Y61,East of England ,NVC15,Pinehill Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,48
2664,01/08/2024,Y61,East of England ,RGP,James Paget University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2650,944,21,0.356,141,99,1233
2676,01/08/2024,Y61,East of England ,RGT,Cambridge University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2246,495,129,0.22,1032,761,2582
2690,01/08/2024,Y61,East of England ,RD8,Milton Keynes University Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,6411,2905,158,0.453,168,1055,1555
2694,01/08/2024,Y61,East of England ,RAJ,Mid and South Essex NHS Foundation Trust,3,Non-obstetric Ultrasound,5712,2123,1114,0.372,128,3353,4087
2742,01/08/2024,Y61,East of England ,RGN,North West Anglia NHS Foundation Trust,3,Non-obstetric Ultrasound,6305,3013,772,0.478,201,770,2716
2760,01/08/2024,Y61,East of England ,NPG16,Spamedica Chelmsford,3,Non-obstetric Ultrasound,0,0,0,0,0,0,20
2769,01/08/2024,Y61,East of England ,NPG19,Spamedica Bedford,3,Non-obstetric Ultrasound,0,0,0,0,0,0,19
2770,01/08/2024,Y61,East of England ,M3R0W,Spamedica Norwich,3,Non-obstetric Ultrasound,0,0,0,0,0,0,8
2778,01/08/2024,Y61,East of England ,J2H6H,Spamedica Colchester,3,Non-obstetric Ultrasound,0,0,0,0,0,0,8
2793,01/08/2024,Y61,East of England ,NVC06,Fitzwilliam Hospital,3,Non-obstetric Ultrasound,0,0,0,0,44,0,79
2849,01/08/2024,Y61,East of England ,NUC,Essexultrasound & Medical Services Ltd,3,Non-obstetric Ultrasound,4758,0,0,0,4758,0,0
2854,01/08/2024,Y61,East of England ,RDE,East Suffolk and North Essex NHS Foundation Trust,3,Non-obstetric Ultrasound,4954,566,7,0.114,218,1162,5704
2868,01/08/2024,Y61,East of England ,DLG,Mayflower Healthcare Alliance,3,Non-obstetric Ultrasound,98,0,0,0,0,0,69
2975,01/08/2024,Y61,East of England ,NVC13,Oaks Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,14
3035,01/08/2024,Y61,East of England ,NVC19,Rivers Hospital,3,Non-obstetric Ultrasound,3,0,0,0,81,0,26
3057,01/08/2024,Y61,East of England ,NT313,Spire Wellesley Hospital,3,Non-obstetric Ultrasound,12,1,0,0.083,0,0,32
3060,01/08/2024,Y61,East of England ,NVC31,Blakelands Hospital,3,Non-obstetric Ultrasound,0,0,0,0,11,0,1
3067,01/08/2024,Y61,East of England ,NT204,"Nuffield Health, Brentwood Hospital",3,Non-obstetric Ultrasound,23,2,0,0.087,0,0,44
3078,01/08/2024,Y61,East of England ,NT315,Spire Bushey Hospital,3,Non-obstetric Ultrasound,10,0,0,0,0,0,18
3121,01/08/2024,Y61,East of England ,Q1W6P,Spamedica Watford,3,Non-obstetric Ultrasound,0,0,0,0,0,0,13
3122,01/08/2024,Y61,East of England ,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2195,459,97,0.209,219,1438,2070
3168,01/08/2024,Y61,East of England ,B9J4U,Spamedica Peterborough,3,Non-obstetric Ultrasound,0,0,0,0,0,0,22
3180,01/08/2024,Y61,East of England ,RGM,Royal Papworth Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,6,0,0,0,62,0,17
3969,01/08/2024,Y56,London ,NTP15,Practice Plus Group Hospital - Ilford,3,Non-obstetric Ultrasound,54,9,0,0.167,0,0,155
3979,01/08/2024,Y56,London ,RAL,Royal Free London NHS Foundation Trust,3,Non-obstetric Ultrasound,7888,479,3,0.061,863,480,7579
3983,01/08/2024,Y56,London ,NT436,Shirley Oaks Hospital,3,Non-obstetric Ultrasound,8,2,2,0.25,0,0,18
3985,01/08/2024,Y56,London ,DK6,Surgimed Healthcare Ltd,3,Non-obstetric Ultrasound,644,20,0,0.031,12,0,774
3988,01/08/2024,Y56,London ,NT3X3,Spire St Anthony's Hospital,3,Non-obstetric Ultrasound,13,3,1,0.231,0,0,26
4011,01/08/2024,Y56,London ,RJ7,St George's University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,5401,101,3,0.019,182,755,5141
4025,01/08/2024,Y56,London ,Y8L9S,Spamedica Bromley,3,Non-obstetric Ultrasound,0,0,0,0,0,0,18
4031,01/08/2024,Y56,London ,RYJ,Imperial College Healthcare NHS Trust,3,Non-obstetric Ultrasound,6128,835,50,0.136,460,939,5927
4048,01/08/2024,Y56,London ,RKE,Whittington Health NHS Trust,3,Non-obstetric Ultrasound,2346,16,1,0.007,1422,1504,2297
4054,01/08/2024,Y56,London ,RQX,Homerton Healthcare NHS Foundation Trust,3,Non-obstetric Ultrasound,4015,11,0,0.003,136,308,5307
4060,01/08/2024,Y56,London ,V8N5R,Spamedica Dalston,3,Non-obstetric Ultrasound,0,0,0,0,0,0,6
4063,01/08/2024,Y56,London ,B4N1U,Spamedica Romford,3,Non-obstetric Ultrasound,0,0,0,0,0,0,33
4076,01/08/2024,Y56,London ,NT314,Spire London East,3,Non-obstetric Ultrasound,31,0,0,0,0,0,40
4087,01/08/2024,Y56,London ,NT437,Sloane Hospital,3,Non-obstetric Ultrasound,3,0,0,0,0,0,4
4244,01/08/2024,Y56,London ,NT422,London Independent Hospital,3,Non-obstetric Ultrasound,115,2,0,0.017,0,0,177
4260,01/08/2024,Y56,London ,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,3,Non-obstetric Ultrasound,321,17,2,0.053,567,8,321
4264,01/08/2024,Y56,London ,R1K,London North West University Healthcare NHS Trust,3,Non-obstetric Ultrasound,7707,1786,79,0.232,379,947,4189
4287,01/08/2024,Y56,London ,NT421,Kings Oak Hospital,3,Non-obstetric Ultrasound,21,0,0,0,0,0,35
4347,01/08/2024,Y56,London ,RP6,Moorfields Eye Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,62,0,0,0,0,0,338
4357,01/08/2024,Y56,London ,RAP,North Middlesex University Hospital NHS Trust,3,Non-obstetric Ultrasound,2915,296,1,0.102,218,767,2261
4373,01/08/2024,Y56,London ,RAS,The Hillingdon Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,3117,512,2,0.164,0,339,2714
4388,01/08/2024,Y56,London ,RPY,The Royal Marsden NHS Foundation Trust,3,Non-obstetric Ultrasound,72,0,0,0,341,953,357
4409,01/08/2024,Y56,London ,RJ6,Croydon Health Services NHS Trust,3,Non-obstetric Ultrasound,5448,348,2,0.064,278,674,5227
4413,01/08/2024,Y56,London ,RJ1,Guy's and St Thomas' NHS Foundation Trust,3,Non-obstetric Ultrasound,11766,6560,2815,0.558,508,772,6109
4430,01/08/2024,Y56,London ,RVR,Epsom and St Helier University Hospitals NHS Trust,3,Non-obstetric Ultrasound,6107,35,1,0.006,354,439,5413
4446,01/08/2024,Y56,London ,RJ2,Lewisham and Greenwich NHS Trust,3,Non-obstetric Ultrasound,5382,124,10,0.023,222,1659,3829
4457,01/08/2024,Y56,London ,RAX,Kingston Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,3833,935,159,0.244,729,1371,1696
4466,01/08/2024,Y56,London ,RJZ,King's College Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,14183,7448,3074,0.525,116,1577,8872
4481,01/08/2024,Y56,London ,NT416,Hendon Hospital,3,Non-obstetric Ultrasound,6,1,0,0.167,0,0,10
4503,01/08/2024,Y56,London ,RRV,University College London Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2526,269,16,0.106,829,201,3353
4504,01/08/2024,Y56,London ,RAN,Royal National Orthopaedic Hospital NHS Trust,3,Non-obstetric Ultrasound,295,11,0,0.037,119,0,335
4514,01/08/2024,Y56,London ,NT406,Blackheath Hospital,3,Non-obstetric Ultrasound,26,0,0,0,0,0,30
4518,01/08/2024,Y56,London ,NT405,Bishops Wood Hospital,3,Non-obstetric Ultrasound,25,1,1,0.04,0,0,15
4536,01/08/2024,Y56,London ,R1H,Barts Health NHS Trust,3,Non-obstetric Ultrasound,14942,2156,717,0.144,974,4037,11359
4544,01/08/2024,Y56,London ,NT409,Chelsfield Park Hospital,3,Non-obstetric Ultrasound,13,0,0,0,0,0,14
4563,01/08/2024,Y56,London ,NT411,Clementine Churchill Hospital,3,Non-obstetric Ultrasound,52,2,0,0.038,0,0,95
4615,01/08/2024,Y56,London ,ADW,Beehive Solutions Ltd,3,Non-obstetric Ultrasound,132,0,0,0,1673,0,7
4616,01/08/2024,Y56,London ,NT451,Cavell Hospital,3,Non-obstetric Ultrasound,5,0,0,0,0,0,13
4765,01/08/2024,Y56,London ,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",3,Non-obstetric Ultrasound,3987,58,15,0.015,333,1596,7115
4963,01/08/2024,Y56,London ,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,4076,113,47,0.028,779,278,5417
7333,01/08/2024,Y60,Midlands ,NPG20,Spamedica Wolverhampton,3,Non-obstetric Ultrasound,0,0,0,0,0,0,21
7336,01/08/2024,Y60,Midlands ,NPG15,Spamedica Newcastle-Under-Lyme,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
7360,01/08/2024,Y60,Midlands ,NT322,Spire Leicester Hospital,3,Non-obstetric Ultrasound,6,3,2,0.5,0,0,29
7370,01/08/2024,Y60,Midlands ,RK5,Sherwood Forest Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,4415,954,1,0.216,310,746,3422
7373,01/08/2024,Y60,Midlands ,NT441,Three Shires Hospital,3,Non-obstetric Ultrasound,43,1,0,0.023,0,0,15
7402,01/08/2024,Y60,Midlands ,RXK,Sandwell and West Birmingham Hospitals NHS Trust,3,Non-obstetric Ultrasound,8346,2533,496,0.303,0,589,5673
7416,01/08/2024,Y60,Midlands ,NT321,Spire Little Aston Hospital,3,Non-obstetric Ultrasound,38,2,1,0.053,0,0,27
7428,01/08/2024,Y60,Midlands ,G3O5P,Spamedica Newark,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
7433,01/08/2024,Y60,Midlands ,RWD,United Lincolnshire Hospitals NHS Trust,3,Non-obstetric Ultrasound,7382,1495,46,0.203,223,126,6273
7453,01/08/2024,Y60,Midlands ,L9D3Z,Spamedica Leicester,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
7491,01/08/2024,Y60,Midlands ,RWE,University Hospitals of Leicester NHS Trust,3,Non-obstetric Ultrasound,5498,13,2,0.002,348,2832,6262
7523,01/08/2024,Y60,Midlands ,RWP,Worcestershire Acute Hospitals NHS Trust,3,Non-obstetric Ultrasound,4534,1566,35,0.345,650,713,4919
7526,01/08/2024,Y60,Midlands ,NT230,"Nuffield Health, North Staffordshire Hospital",3,Non-obstetric Ultrasound,3,0,0,0,0,0,18
7605,01/08/2024,Y60,Midlands ,RRK,University Hospitals Birmingham NHS Foundation Trust,3,Non-obstetric Ultrasound,9123,1990,465,0.218,802,3364,6542
7612,01/08/2024,Y60,Midlands ,J3X4C,Spamedica Worcester,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
7625,01/08/2024,Y60,Midlands ,NT301,Spire South Bank Hospital,3,Non-obstetric Ultrasound,12,0,0,0,0,0,10
7707,01/08/2024,Y60,Midlands ,RNA,The Dudley Group NHS Foundation Trust,3,Non-obstetric Ultrasound,3600,429,63,0.119,172,1070,4170
7718,01/08/2024,Y60,Midlands ,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,170,0,0,0,7,0,317
7720,01/08/2024,Y60,Midlands ,R1D,Shropshire Community Health NHS Trust,3,Non-obstetric Ultrasound,67,0,0,0,2,5,173
7732,01/08/2024,Y60,Midlands ,RL4,The Royal Wolverhampton NHS Trust,3,Non-obstetric Ultrasound,2340,23,4,0.01,278,721,2893
7740,01/08/2024,Y60,Midlands ,T4I8V,Spamedica Chesterfield,3,Non-obstetric Ultrasound,0,0,0,0,0,0,2
7874,01/08/2024,Y60,Midlands ,NPG21,Spamedica Coventry,3,Non-obstetric Ultrasound,0,0,0,0,0,0,6
7878,01/08/2024,Y60,Midlands ,NT235,"Nuffield Health, Shrewsbury Hospital",3,Non-obstetric Ultrasound,1,0,0,0,2,0,0
7892,01/08/2024,Y60,Midlands ,NT320,Spire Parkway Hospital,3,Non-obstetric Ultrasound,47,8,1,0.17,0,0,40
7896,01/08/2024,Y60,Midlands ,NT30A,Spire Nottingham Hospital,3,Non-obstetric Ultrasound,8,0,0,0,0,0,6
7916,01/08/2024,Y60,Midlands ,RXW,The Shrewsbury and Telford Hospital NHS Trust,3,Non-obstetric Ultrasound,4156,1609,390,0.387,2,103,5161
7927,01/08/2024,Y60,Midlands ,NPG23,Spamedica Derby,3,Non-obstetric Ultrasound,0,0,0,0,0,0,3
7941,01/08/2024,Y60,Midlands ,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,667,336,77,0.504,21,81,488
7948,01/08/2024,Y60,Midlands ,NPG11,Spamedica Birmingham,3,Non-obstetric Ultrasound,0,0,0,0,0,0,14
7992,01/08/2024,Y60,Midlands ,RJC,South Warwickshire University NHS Foundation Trust,3,Non-obstetric Ultrasound,5501,1170,131,0.213,0,32,3726
8022,01/08/2024,Y60,Midlands ,RLT,George Eliot Hospital NHS Trust,3,Non-obstetric Ultrasound,841,11,0,0.013,135,244,1818
8607,01/08/2024,Y60,Midlands ,RBK,Walsall Healthcare NHS Trust,3,Non-obstetric Ultrasound,2123,33,2,0.016,181,589,2213
8613,01/08/2024,Y60,Midlands ,RQ3,Birmingham Women's and Children's NHS Foundation Trust,3,Non-obstetric Ultrasound,1647,519,74,0.315,272,306,1491
8628,01/08/2024,Y60,Midlands ,RFS,Chesterfield Royal Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,2591,227,1,0.088,128,503,3124
8670,01/08/2024,Y60,Midlands ,NT219,"Nuffield Health, Hereford Hospital",3,Non-obstetric Ultrasound,0,0,0,0,1,0,0
8681,01/08/2024,Y60,Midlands ,NVC40,Woodthorpe Hospital,3,Non-obstetric Ultrasound,6,1,1,0.167,0,0,15
8709,01/08/2024,Y60,Midlands ,NT412,Droitwich Spa Hospital,3,Non-obstetric Ultrasound,29,0,0,0,0,0,53
8722,01/08/2024,Y60,Midlands ,NEP,Diagnostic World Ltd,3,Non-obstetric Ultrasound,840,9,0,0.011,0,0,1418
8750,01/08/2024,Y60,Midlands ,NVC23,Woodland Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,63
8788,01/08/2024,Y60,Midlands ,RKB,University Hospitals Coventry and Warwickshire NHS Trust,3,Non-obstetric Ultrasound,7636,1284,0,0.168,680,1302,4545
8810,01/08/2024,Y60,Midlands ,NVC21,West Midlands Hospital,3,Non-obstetric Ultrasound,2,1,0,0.5,0,0,149
8836,01/08/2024,Y60,Midlands ,NT429,Priory Hospital,3,Non-obstetric Ultrasound,23,10,0,0.435,0,0,14
8839,01/08/2024,Y60,Midlands ,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,3,Non-obstetric Ultrasound,7528,1765,125,0.234,469,421,6421
8860,01/08/2024,Y60,Midlands ,NT427,Park Hospital,3,Non-obstetric Ultrasound,7,0,0,0,0,0,20
8917,01/08/2024,Y60,Midlands ,RX1,Nottingham University Hospitals NHS Trust,3,Non-obstetric Ultrasound,4747,1581,106,0.333,198,874,2527
9004,01/08/2024,Y60,Midlands ,NT226,"Nuffield Health, Leicester Hospital",3,Non-obstetric Ultrasound,4,2,0,0.5,0,0,2
9018,01/08/2024,Y60,Midlands ,NT242,"Nuffield Health, Wolverhampton Hospital",3,Non-obstetric Ultrasound,2,0,0,0,0,0,7
9026,01/08/2024,Y60,Midlands ,RLQ,Wye Valley NHS Trust,3,Non-obstetric Ultrasound,1297,190,1,0.146,85,202,1281
9050,01/08/2024,Y60,Midlands ,RNQ,Kettering General Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,3412,494,0,0.145,203,376,2969
9079,01/08/2024,Y60,Midlands ,RNS,Northampton General Hospital NHS Trust,3,Non-obstetric Ultrasound,1838,3,0,0.002,0,323,2248
9087,01/08/2024,Y60,Midlands ,NT424,Meriden Hospital,3,Non-obstetric Ultrasound,41,1,0,0.024,0,0,16
9112,01/08/2024,Y60,Midlands ,NT213,"Nuffield Health, Derby Hospital",3,Non-obstetric Ultrasound,2,0,0,0,0,0,3
9121,01/08/2024,Y60,Midlands ,NT450,Lincoln Hospital,3,Non-obstetric Ultrasound,24,2,0,0.083,0,0,34
9132,01/08/2024,Y60,Midlands ,DAY,LLR Patient Care Locally,3,Non-obstetric Ultrasound,2225,13,0,0.006,0,0,1859
11261,01/08/2024,Y60,Midlands ,V5F1D,Spamedica Telford,3,Non-obstetric Ultrasound,0,0,0,0,0,0,12
11500,01/08/2024,Y60,Midlands ,RJE,University Hospitals of North Midlands NHS Trust,3,Non-obstetric Ultrasound,12612,7556,2926,0.599,382,1754,3059
11504,01/08/2024,Y60,Midlands ,NXV,Physiological Measurements Ltd,3,Non-obstetric Ultrasound,7281,47,0,0.006,2129,0,12270
11614,01/08/2024,Y60,Midlands ,J7V1N,Spamedica Solihull,3,Non-obstetric Ultrasound,0,0,0,0,0,0,6
14680,01/08/2024,Y63,North East and Yorkshire ,NT447,Duchy Hospital,3,Non-obstetric Ultrasound,4,0,0,0,0,0,6
15477,01/08/2024,Y63,North East and Yorkshire ,NN4,Tyneside Surgical Services Ltd,3,Non-obstetric Ultrasound,0,0,0,0,0,0,10
15479,01/08/2024,Y63,North East and Yorkshire ,NT457,Woodlands Hospital,3,Non-obstetric Ultrasound,26,0,0,0,0,0,160
15486,01/08/2024,Y63,North East and Yorkshire ,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2258,582,341,0.258,629,1125,3140
15488,01/08/2024,Y63,North East and Yorkshire ,NT440,Thornbury Hospital,3,Non-obstetric Ultrasound,29,2,0,0.069,0,0,70
15489,01/08/2024,Y63,North East and Yorkshire ,NVC20,The Yorkshire Clinic,3,Non-obstetric Ultrasound,5,2,1,0.4,8,0,58
15498,01/08/2024,Y63,North East and Yorkshire ,NKO,Yorkshire Health Solutions Ltd,3,Non-obstetric Ultrasound,700,0,0,0,0,0,11111
15514,01/08/2024,Y63,North East and Yorkshire ,RFR,The Rotherham NHS Foundation Trust,3,Non-obstetric Ultrasound,1250,0,0,0,319,499,1567
15516,01/08/2024,Y63,North East and Yorkshire ,NT348,Spire Elland Hospital,3,Non-obstetric Ultrasound,20,0,0,0,0,0,22
15517,01/08/2024,Y63,North East and Yorkshire ,T8V3L,Spamedica Doncaster,3,Non-obstetric Ultrasound,0,0,0,0,0,0,12
15518,01/08/2024,Y63,North East and Yorkshire ,NPG07,Spamedica Eye Hospital (Wakefield),3,Non-obstetric Ultrasound,0,0,0,0,0,0,25
15521,01/08/2024,Y63,North East and Yorkshire ,Z9Z1G,Spamedica Gateshead,3,Non-obstetric Ultrasound,0,0,0,0,0,0,10
15523,01/08/2024,Y63,North East and Yorkshire ,RCU,Sheffield Children's NHS Foundation Trust,3,Non-obstetric Ultrasound,129,0,0,0,4,485,11
15524,01/08/2024,Y63,North East and Yorkshire ,I2C7H,Spamedica Bradford,3,Non-obstetric Ultrasound,0,0,0,0,0,0,17
15528,01/08/2024,Y63,North East and Yorkshire ,NVC0R,Tees Valley Hospital,3,Non-obstetric Ultrasound,0,0,0,0,3,0,75
15554,01/08/2024,Y63,North East and Yorkshire ,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,3646,207,19,0.057,6,811,4517
15589,01/08/2024,Y63,North East and Yorkshire ,RCD,Harrogate and District NHS Foundation Trust,3,Non-obstetric Ultrasound,1192,33,0,0.028,138,384,1846
15611,01/08/2024,Y63,North East and Yorkshire ,NT245,"Nuffield Health, York Hospital",3,Non-obstetric Ultrasound,15,4,1,0.267,0,0,13
15615,01/08/2024,Y63,North East and Yorkshire ,RTR,South Tees Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2795,269,2,0.096,231,515,4459
15617,01/08/2024,Y63,North East and Yorkshire ,NT237,"Nuffield Health, Tees Hospital",3,Non-obstetric Ultrasound,31,2,0,0.065,0,0,47
15621,01/08/2024,Y63,North East and Yorkshire ,R0B,South Tyneside and Sunderland NHS Foundation Trust,3,Non-obstetric Ultrasound,3932,748,7,0.19,347,176,4973
15631,01/08/2024,Y63,North East and Yorkshire ,NT225,"Nuffield Health, Leeds Hospital",3,Non-obstetric Ultrasound,19,1,1,0.053,0,0,29
15651,01/08/2024,Y63,North East and Yorkshire ,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,10564,5869,1160,0.556,429,1173,4790
15654,01/08/2024,Y63,North East and Yorkshire ,E1U4T,Spamedica Carlisle,3,Non-obstetric Ultrasound,0,0,0,0,0,0,25
15655,01/08/2024,Y63,North East and Yorkshire ,NT333,Spire Washington Hospital,3,Non-obstetric Ultrasound,8,0,0,0,0,0,24
15756,01/08/2024,Y63,North East and Yorkshire ,NT332,Spire Leeds Hospital,3,Non-obstetric Ultrasound,8,0,0,0,0,0,1
15764,01/08/2024,Y63,North East and Yorkshire ,NT351,Spire Hull and East Riding Hospital,3,Non-obstetric Ultrasound,253,118,54,0.466,0,0,30
15777,01/08/2024,Y63,North East and Yorkshire ,NPG22,Spamedica Stockton-On-Tees,3,Non-obstetric Ultrasound,0,0,0,0,0,0,9
15778,01/08/2024,Y63,North East and Yorkshire ,NPG10,Spamedica Sheffield,3,Non-obstetric Ultrasound,0,0,0,0,0,0,16
15791,01/08/2024,Y63,North East and Yorkshire ,NT350,Spire Methley Park Hospital,3,Non-obstetric Ultrasound,16,0,0,0,0,0,20
15793,01/08/2024,Y63,North East and Yorkshire ,NPG18,Spamedica Hull,3,Non-obstetric Ultrasound,0,0,0,0,0,0,15
15794,01/08/2024,Y63,North East and Yorkshire ,G5X2Q,Spamedica North Tyneside,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
15853,01/08/2024,Y63,North East and Yorkshire ,AAF,360 Care Ltd,3,Non-obstetric Ultrasound,473,45,0,0.095,0,0,1196
15885,01/08/2024,Y63,North East and Yorkshire ,RFF,Barnsley Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,1541,6,2,0.004,226,148,3380
15886,01/08/2024,Y63,North East and Yorkshire ,RWY,Calderdale and Huddersfield NHS Foundation Trust,3,Non-obstetric Ultrasound,2984,89,0,0.03,140,51,2974
15892,01/08/2024,Y63,North East and Yorkshire ,RCF,Airedale NHS Foundation Trust,3,Non-obstetric Ultrasound,1279,3,1,0.002,189,202,1561
15893,01/08/2024,Y63,North East and Yorkshire ,NVC28,Clifton Park Hospital,3,Non-obstetric Ultrasound,0,0,0,0,1,0,1
15896,01/08/2024,Y63,North East and Yorkshire ,RAE,Bradford Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,1825,434,49,0.238,456,0,3249
16049,01/08/2024,Y63,North East and Yorkshire ,RR7,Gateshead Health NHS Foundation Trust,3,Non-obstetric Ultrasound,2222,122,0,0.055,134,199,1993
16051,01/08/2024,Y63,North East and Yorkshire ,RVW,North Tees and Hartlepool NHS Foundation Trust,3,Non-obstetric Ultrasound,3842,1264,30,0.329,0,678,3550
16053,01/08/2024,Y63,North East and Yorkshire ,RTF,Northumbria Healthcare NHS Foundation Trust,3,Non-obstetric Ultrasound,3951,35,0,0.009,211,454,5823
16056,01/08/2024,Y63,North East and Yorkshire ,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,3,Non-obstetric Ultrasound,2449,323,2,0.132,260,803,2444
16057,01/08/2024,Y63,North East and Yorkshire ,RWA,Hull University Teaching Hospitals NHS Trust,3,Non-obstetric Ultrasound,2975,435,18,0.146,209,1800,2642
16060,01/08/2024,Y63,North East and Yorkshire ,NT448,Huddersfield Hospital,3,Non-obstetric Ultrasound,16,1,0,0.063,0,0,80
16100,01/08/2024,Y63,North East and Yorkshire ,RNN,North Cumbria Integrated Care NHS Foundation Trust,3,Non-obstetric Ultrasound,2380,27,3,0.011,336,709,3106
16106,01/08/2024,Y63,North East and Yorkshire ,RXP,County Durham and Darlington NHS Foundation Trust,3,Non-obstetric Ultrasound,4728,540,12,0.114,275,1823,3735
16108,01/08/2024,Y63,North East and Yorkshire ,A84031,Greystoke Surgery,3,Non-obstetric Ultrasound,0,0,0,0,75,0,0
16134,01/08/2024,Y63,North East and Yorkshire ,RXF,Mid Yorkshire Teaching NHS Trust,3,Non-obstetric Ultrasound,4732,16,0,0.003,347,1710,6320
16137,01/08/2024,Y63,North East and Yorkshire ,RR8,Leeds Teaching Hospitals NHS Trust,3,Non-obstetric Ultrasound,7089,352,22,0.05,971,1146,4614
16139,01/08/2024,Y63,North East and Yorkshire ,W1I1O,Illumina Diagnostics Ltd,3,Non-obstetric Ultrasound,502,7,1,0.014,0,0,2053
